Title,Rating,Year,Month,Runtime,Budget,Income,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Top_50_Director,Lead,Supporting
Despicable Me 2,7.3,2013,7,98,76000000.0,970766005.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1001
Monsters University,7.2,2013,6,104,200000000.0,743559645.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,1001
The Great Beauty,7.7,2013,3,141,9752000.0,24930592.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Inside Llewyn Davis,7.4,2013,1,104,11000000.0,32960249.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,601,1001
The Frozen Ground,6.4,2013,2,105,27220000.0,5617460.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118,1001
Texas Chainsaw,4.8,2013,1,92,20000000.0,47340586.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,799,1001
Only God Forgives,5.7,2013,5,90,4800000.0,10639616.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1001
G.I. Joe: Retaliation,5.7,2013,3,110,130000000.0,375740705.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,418,1001
The Best Offer,7.8,2013,1,131,14310000.0,20919703.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,164,1001
Percy Jackson: Sea of Monsters,5.7,2013,8,106,90000000.0,199850315.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,509,1001
The Butler,7.2,2013,8,132,30000000.0,177313795.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1001
Escape Plan,6.7,2013,10,115,50000000.0,137328301.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161,1001
The Book Thief,7.5,2013,11,131,19000000.0,76586316.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1001,1001
August: Osage County,7.2,2013,1,121,25000000.0,74188937.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1001
21 Jump Street,7.2,2012,3,109,42000000.0,201585328.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,1001
The Hunger Games,7.2,2012,3,142,78000000.0,694394724.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,185,1001
Django Unchained,8.4,2012,12,165,100000000.0,426074373.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,256,1001
Pitch Perfect,7.1,2012,10,112,17000000.0,115647426.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,277,1001
This Is 40,6.2,2012,12,134,35000000.0,88215156.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,465,1001
The Dark Knight Rises,8.4,2012,7,164,250000000.0,1081169825.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,358,1001
The Hobbit: An Unexpected Journey,7.8,2012,12,169,180000000.0,1017030651.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1001,1001
The Hunt,8.3,2012,1,115,3800000.0,15886373.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,170,1001
The Avengers,8.0,2012,5,143,220000000.0,1518815515.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1001,1001
Rise of the Guardians,7.2,2012,11,97,145000000.0,306941670.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,1001
Les Misérables,7.5,2012,12,158,61000000.0,442299309.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,417,1001
Zero Dark Thirty,7.4,2012,1,157,40000000.0,132820716.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,335,1001
Skyfall,7.8,2012,11,143,200000000.0,1108569499.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,421,1001
The Perks of Being a Wallflower,7.9,2012,10,103,13000000.0,33384127.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1001
Prometheus,7.0,2012,6,124,130000000.0,403354469.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,546,1001
Silver Linings Playbook,7.7,2012,12,122,21000000.0,236412453.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,219,1001
Nativity 2: Danger in the Manger!,5.3,2012,11,105,3630000.0,14433981.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Rock of Ages,5.9,2012,6,123,75000000.0,59418613.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,541,1001
Seven Psychopaths,7.1,2012,10,110,15000000.0,32226382.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1001
Ted,6.9,2012,6,106,50000000.0,549368315.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1001
Compliance,6.4,2012,9,90,270000.0,592116.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Place Beyond the Pines,7.3,2012,4,140,15000000.0,47145199.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,254,1001
The Impossible,7.5,2012,1,114,45000000.0,198087212.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1001
The Dictator,6.4,2012,5,83,65000000.0,179379533.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,1001
Magic Mike,6.1,2012,6,110,7000000.0,167800003.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,1001
Looper,7.4,2012,9,119,30000000.0,176506819.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
The Amazing Spider-Man,6.9,2012,7,136,230000000.0,757930663.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,452,1001
Cloud Atlas,7.4,2012,10,172,102000000.0,130516424.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,1001
Argo,7.7,2012,10,120,44500000.0,232325503.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,424,1001
That's My Boy,5.5,2012,6,116,70000000.0,57719093.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1001
Flight,7.3,2012,11,138,31000000.0,161772375.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1001
Spring Breakers,5.3,2012,3,94,5000000.0,32170399.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,898,1001
The Twilight Saga: Breaking Dawn - Part 2,5.5,2012,11,115,120000000.0,848853382.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,295,1001
Jack Reacher,7.0,2012,12,130,60000000.0,218340595.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,83,1001
Journey 2: The Mysterious Island,5.7,2012,2,94,79000000.0,335287748.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Moonrise Kingdom,7.8,2012,6,94,16000000.0,68264022.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
John Carter,6.6,2012,3,132,250000000.0,284139100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,513,1001
Sinister,6.8,2012,10,110,3000000.0,82515113.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,359,1001
Killing Them Softly,6.2,2012,11,97,15000000.0,37930465.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,1001
Anna Karenina,6.6,2012,9,129,40600000.0,68929150.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,280,1001
Life of Pi,7.9,2012,11,127,120000000.0,609016565.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,759,1001
Savages,6.4,2012,7,131,45000000.0,82966152.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Battleship,5.8,2012,5,131,209000000.0,303025485.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
Lincoln,7.3,2012,11,150,65000000.0,275293450.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1001,1001
Men in Black 3,6.8,2012,5,106,225000000.0,654213485.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1001
The Master,7.1,2012,9,138,32000000.0,28288071.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1001
The Vow,6.8,2012,2,104,30000000.0,196114570.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,287,1001
End of Watch,7.6,2012,9,109,7000000.0,55078146.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,1001
The Raven,6.4,2012,4,110,26000000.0,29699345.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,560,1001
Dredd,7.1,2012,9,95,50000000.0,41037742.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,508,1001
Project X,6.6,2012,3,88,12000000.0,102731865.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Dark Shadows,6.2,2012,5,113,150000000.0,245527149.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,42,1001
The Bourne Legacy,6.6,2012,8,135,125000000.0,276144750.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,454,1001
Safe House,6.7,2012,2,115,85000000.0,208076205.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1001
The Paperboy,5.7,2012,10,107,12500000.0,3783865.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,623,1001
Wreck-It Ralph,7.7,2012,11,101,165000000.0,471222889.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Brave,7.1,2012,6,93,185000000.0,538983207.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Hotel Transylvania,7.0,2012,9,91,85000000.0,358375603.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1001
Snow White and the Huntsman,6.1,2012,6,127,170000000.0,396592829.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1001
Arbitrage,6.6,2012,9,107,12000000.0,35485056.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,801,1001
Wrath of the Titans,5.7,2012,3,99,150000000.0,301970083.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,910,1001
The Lorax,6.4,2012,3,86,70000000.0,349183316.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Lawless,7.2,2012,8,116,26000000.0,55404207.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,1001
Silent Night,5.2,2012,12,94,5000000.0,130781.0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,610,1001
The Expendables 2,6.6,2012,8,103,100000000.0,314975955.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161,1001
American Reunion,6.7,2012,4,113,50000000.0,234989584.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Safety Not Guaranteed,6.9,2012,6,86,750000.0,4424699.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Total Recall,6.2,2012,8,118,125000000.0,198467168.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,208,1001
Piranha 3DD,3.8,2012,5,83,5000000.0,8518634.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1001,1001
Chronicle,7.0,2012,2,84,12000000.0,126636097.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
The Lucky One,6.4,2012,4,101,25000000.0,99357138.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1001,1001
Man on a Ledge,6.6,2012,1,102,42000000.0,47636031.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,910,1001
Trouble with the Curve,6.8,2012,9,111,30000000.0,48963137.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123,1001
Step Up Revolution,6.4,2012,7,99,33000000.0,140470746.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1001,1001
V/H/S,5.8,2012,9,116,242000.0,1944287.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Mud,7.4,2012,5,130,10000000.0,32613173.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,1001
Taken 2,6.2,2012,10,92,45000000.0,376152455.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,223,1001
About Cherry,4.8,2012,8,98,2500000.0,8315.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Frankenweenie,6.9,2012,10,87,39000000.0,84247681.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177,1001
This Means War,6.3,2012,2,103,65000000.0,156491279.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200,1001
The Iceman,6.8,2012,5,106,10000000.0,4552970.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,1001
Contraband,6.4,2012,1,109,25000000.0,96262212.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1001
The Woman in Black,6.4,2012,2,95,17000000.0,128955898.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,420,1001
The Watch,5.7,2012,7,102,68000000.0,68267862.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,171,1001
Abraham Lincoln: Vampire Hunter,5.9,2012,6,105,69000000.0,116471580.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Ice Age: Continental Drift,6.5,2012,7,88,95000000.0,877244782.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Maniac,6.1,2012,1,89,6000000.0,2631275.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,824,1001
LOL,4.3,2012,3,97,11000000.0,10578643.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,738,1001
The Three Stooges,5.1,2012,4,92,30000000.0,54819301.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Madagascar 3: Europe's Most Wanted,6.8,2012,6,93,145000000.0,746921274.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,1001
The Words,7.0,2012,9,102,6000000.0,15950164.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,219,1001
Diary of a Wimpy Kid: Dog Days,6.3,2012,8,94,22000000.0,77229695.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Promised Land,6.6,2012,1,106,15000000.0,11039031.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1001
Resident Evil: Retribution,5.3,2012,9,95,65000000.0,240159255.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,329,1001
Think Like a Man,6.5,2012,4,122,12000000.0,96070507.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
Arthur Christmas,7.1,2011,11,97,100000000.0,147483926.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,1001
Harry Potter and the Deathly Hallows: Part 2,8.1,2011,7,130,125000000.0,1342359942.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,420,1001
Drive,7.8,2011,9,100,15000000.0,78714970.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1001
Puss in Boots,6.6,2011,10,90,130000000.0,554987477.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1001
"Crazy, Stupid, Love.",7.4,2011,7,118,50000000.0,145079584.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,455,1001
The Intouchables,8.5,2011,11,112,10070000.0,426588510.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Scream 4,6.2,2011,4,111,40000000.0,97231420.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,292,1001
Margin Call,7.1,2011,9,107,3500000.0,19504039.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1001,1001
The Help,8.1,2011,8,146,25000000.0,216639112.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1001
Transformers: Dark of the Moon,6.2,2011,6,154,195000000.0,1123794079.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,461,1001
Captain America: The First Avenger,6.9,2011,7,124,140000000.0,370569774.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,457,1001
Friends with Benefits,6.5,2011,7,109,35000000.0,149542245.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,289,1001
The Girl with the Dragon Tattoo,7.8,2011,12,158,90000000.0,232617430.0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,421,1001
Moneyball,7.6,2011,9,133,50000000.0,110206216.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120,1001
Immortals,6.0,2011,11,110,75000000.0,226904017.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,422,1001
Horrible Bosses,6.9,2011,7,98,35000000.0,209838559.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,1001
X: First Class,7.7,2011,6,131,160000000.0,352616690.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,994,1001
Thor,7.0,2011,5,115,150000000.0,449326618.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,315,1001
Shame,7.2,2011,1,101,6500000.0,19123767.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,1001
Green Lantern,5.5,2011,6,114,200000000.0,219851172.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,464,1001
No Strings Attached,6.2,2011,1,108,25000000.0,149228077.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,1001
In Time,6.7,2011,10,109,40000000.0,173930596.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1001,1001
Warrior,8.2,2011,9,140,25000000.0,23308615.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,269,1001
Bridesmaids,6.8,2011,5,125,32500000.0,306442085.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,496,1001
Contagion,6.8,2011,9,106,60000000.0,136515867.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,224,1001
Just Go with It,6.4,2011,2,117,80000000.0,214945591.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,419,1001
Limitless,7.4,2011,3,105,27000000.0,161849455.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,219,1001
Sucker Punch,6.0,2011,3,110,82000000.0,89792502.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,734,1001
Something Borrowed,5.8,2011,5,112,35000000.0,65100369.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,896,1001
The Skin I Live In,7.6,2011,9,120,10603088.84,33716389.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,92,1001
Hugo,7.5,2011,11,126,150000000.0,185770310.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1001,1001
The Cabin in the Woods,7.0,2011,4,95,30000000.0,70038838.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1001,1001
Mission: Impossible - Ghost Protocol,7.4,2011,12,132,145000000.0,694713380.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,1001
Pirates of the Caribbean: On Stranger Tides,6.6,2011,5,136,250000000.0,1045713802.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,1001
Tinker Tailor Soldier Spy,7.0,2011,1,127,24200000.0,81515369.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,220,1001
Midnight in Paris,7.7,2011,6,94,17000000.0,151672318.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,470,1001
We Need to Talk About Kevin,7.5,2011,10,112,7000000.0,9232318.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,393,1001
A Very Harold & Kumar Christmas,6.2,2011,11,90,19000000.0,36192775.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Sherlock Holmes: A Game of Shadows,7.4,2011,12,129,125000000.0,543848418.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1001,1001
The Best Exotic Marigold Hotel,7.2,2011,5,124,10000000.0,150501815.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142,1001
Melancholia,7.1,2011,5,135,7400000.0,17039814.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300,1001
Hanna,6.8,2011,4,111,30000000.0,63782078.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1001
The Resident,5.3,2011,3,91,20000000.0,6742156.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131,1001
The Three Musketeers,5.7,2011,10,110,75000000.0,132274484.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,509,1001
Source Code,7.5,2011,4,93,32000000.0,147332697.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,253,1001
New Year's Eve,5.6,2011,12,118,56000000.0,142044638.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,736,1001
The Lincoln Lawyer,7.3,2011,3,118,40000000.0,86752352.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,623,1001
Rango,7.2,2011,3,107,135000000.0,245724603.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1001
Rise of the Planet of the Apes,7.6,2011,8,105,93000000.0,481800873.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,458,1001
The Guard,7.3,2011,7,96,6000000.0,19561904.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,861,1001
Rio,6.9,2011,4,96,90000000.0,483866772.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,1001
I Am Number Four,6.1,2011,2,111,60000000.0,149878437.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
One Day,7.0,2011,8,107,15000000.0,59389433.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148,1001
The Change-Up,6.3,2011,8,112,52000000.0,75450437.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,471,1001
Cars 2,6.2,2011,6,106,200000000.0,559852396.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,1001
The Hangover Part II,6.4,2011,5,102,80000000.0,586764305.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1001
Bad Teacher,5.6,2011,6,92,20000000.0,216197492.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233,1001
Super 8,7.0,2011,6,112,50000000.0,260095986.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1001,1001
Fast Five,7.3,2011,4,130,125000000.0,626137675.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,423,1001
Killer Joe,6.7,2011,6,102,11000000.0,4633668.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,623,1001
The Descendants,7.3,2011,12,115,20000000.0,177243185.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1001
Conan the Barbarian,5.1,2011,8,113,90000000.0,63523283.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Real Steel,7.0,2011,10,127,110000000.0,299268508.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,417,1001
Hall Pass,5.9,2011,2,105,36000000.0,86157237.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,470,1001
The Adventures of Tintin,7.3,2011,12,107,135000000.0,373993951.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,976,1001
The Twilight Saga: Breaking Dawn - Part 1,4.9,2011,11,117,110000000.0,712205856.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,295,1001
Young Adult,6.3,2011,12,94,12000000.0,22939027.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1001
